     1	Fst.s1.adm	Fst.s2.adm	Fst.s1.s2	mean.ASD.s1.adm	var.ASD.s1.adm	mean.ASD.s2.adm	var.ASD.s2.adm	mean.ASD.s1.s2	var.ASD.s1.s2	f3	mean.ASD.s1	var.ASD.s1	mean.ASD.s2	var.ASD.s2	mean.ASD.adm	var.ASD.adm	mean.het.s1	var.het.s1	mean.het.s2	var.het.s2	mean.het.adm	var.het.adm	mean.F.s1	var.F.s1	mean.F.s2	var.F.s2	mean.F.adm	var.F.adm	mean.adm.props	var.adm.props	skew.adm.props	kurt.adm.props	mode.adm.props	mean.adm.angles	var.adm.angles	skew.adm.angles	kurt.adm.angles	mode.adm.angles	perc0.adm.props	perc10.adm.props	perc20.adm.props	perc30.adm.props	perc40.adm.props	perc50.adm.props	perc60.adm.props	perc70.adm.props	perc80.adm.props	perc90.adm.props	perc100.adm.props	perc0.adm.angles	perc10.adm.angles	perc20.adm.angles	perc30.adm.angles	perc40.adm.angles	perc50.adm.angles	perc60.adm.angles	perc70.adm.angles	perc80.adm.angles	perc90.adm.angles	perc100.adm.angles
     2	2.563799e-02	2.347605e-02	8.109526e-02	4.841760e-02	2.839104e-05	4.114720e-02	3.849753e-05	4.919360e-02	3.341919e-05	-1.010413e-02	5.034667e-02	2.903661e-05	3.644000e-02	2.088268e-05	4.250667e-02	2.915380e-05	5.840163e-02	1.428264e-02	4.487673e-02	1.315958e-02	5.017143e-02	1.340089e-02	1.235638e-02	2.586723e-02	-4.998727e-02	2.202668e-02	-1.093394e-02	2.117191e-02	4.103703e-01	6.997250e-02	3.512744e-01	-1.078446e+00	2.635427e-01	2.074678e+00	4.205310e-01	-3.023156e-01	-4.218001e-01	2.014768e+00	-1.382832e-02	1.169295e-01	1.654796e-01	2.546507e-01	2.839147e-01	3.386023e-01	4.472476e-01	5.520792e-01	6.531593e-01	7.909185e-01	9.371052e-01	6.169351e-01	1.246187e+00	1.685593e+00	1.819906e+00	1.962653e+00	2.088747e+00	2.156445e+00	2.386403e+00	2.550077e+00	2.987898e+00	3.126588e+00
     4	6.968320e-02	1.323726e-02	8.170640e-02	5.046880e-02	4.392250e-05	4.140480e-02	3.857145e-05	4.972320e-02	4.258191e-05	1.071429e-02	4.923333e-02	4.328317e-05	3.886000e-02	2.755224e-05	4.184667e-02	4.619046e-05	5.605388e-02	1.363443e-02	4.571102e-02	1.327367e-02	5.028571e-02	1.319420e-02	3.093234e-02	2.892815e-02	2.343025e-02	1.989633e-02	-4.363636e-02	5.698422e-02	6.467037e-02	6.153940e-02	4.568820e-01	1.406235e+00	3.261446e-02	1.464424e+00	5.278491e-01	-7.502774e-02	-8.514080e-01	1.079710e+00	-4.936882e-01	-1.809748e-01	-7.855868e-02	-3.452697e-02	1.044780e-02	6.280610e-02	8.745748e-02	1.195500e-01	2.413441e-01	3.127712e-01	7.855056e-01	1.153381e-02	7.613462e-01	9.515653e-01	1.047730e+00	1.090167e+00	1.343368e+00	1.776960e+00	1.904294e+00	2.062085e+00	2.381642e+00	2.781259e+00
     6	2.889282e-02	8.192401e-02	9.115363e-02	5.124640e-02	3.547124e-05	4.835040e-02	3.256773e-05	5.153600e-02	3.556962e-05	1.852294e-02	5.186667e-02	2.748049e-05	3.870000e-02	2.016388e-05	4.632667e-02	4.309695e-05	5.953143e-02	1.388835e-02	4.539918e-02	1.263747e-02	5.464816e-02	1.474945e-02	1.228643e-02	2.661783e-02	2.200885e-02	2.587633e-02	-7.170172e-03	3.863263e-02	7.224843e-01	5.096977e-02	-7.906096e-01	-5.604871e-01	8.541866e-01	1.337455e+00	4.226175e-01	1.166066e+00	1.818833e+00	1.152700e+00	1.911757e-01	3.786661e-01	5.516275e-01	6.488850e-01	7.362080e-01	7.556604e-01	8.439790e-01	8.694433e-01	9.180339e-01	9.594048e-01	9.727793e-01	7.997576e-02	8.466447e-01	9.496458e-01	9.984917e-01	1.135862e+00	1.229980e+00	1.360462e+00	1.436502e+00	1.614253e+00	1.852441e+00	3.132684e+00
     8	4.828292e-02	5.011550e-04	6.870567e-02	4.959520e-02	3.407786e-05	4.061440e-02	3.800973e-05	4.974880e-02	3.851532e-05	-1.153593e-03	5.005333e-02	3.096036e-05	3.927333e-02	2.465414e-05	4.166667e-02	4.066444e-05	5.859429e-02	1.461295e-02	4.644245e-02	1.327939e-02	4.953469e-02	1.346732e-02	-7.801833e-04	3.123534e-02	1.469451e-02	3.203979e-02	5.141727e-03	3.842926e-02	1.419636e-01	9.548032e-02	7.980019e-01	-3.843412e-01	-2.244338e-02	1.390686e+00	5.607156e-01	5.853849e-01	-6.424730e-01	1.125051e+00	-3.118029e-01	-1.708624e-01	-6.163000e-02	-4.240829e-02	-2.475232e-02	5.093168e-02	1.526333e-01	2.220975e-01	3.353305e-01	6.310183e-01	8.296133e-01	1.224657e-01	6.980322e-01	8.282335e-01	1.012349e+00	1.107642e+00	1.215672e+00	1.325897e+00	1.452950e+00	2.063857e+00	2.613920e+00	2.939407e+00
    10	3.092355e-02	1.364540e-02	7.580539e-02	4.992640e-02	3.672214e-05	4.356640e-02	4.710496e-05	4.988000e-02	3.631410e-05	-6.729620e-03	5.007333e-02	3.786082e-05	3.902000e-02	3.204642e-05	4.606000e-02	5.297298e-05	5.729143e-02	1.422496e-02	4.645878e-02	1.332886e-02	5.325224e-02	1.401863e-02	4.069420e-02	3.027545e-02	-2.178802e-03	3.467355e-02	3.102677e-02	2.633000e-02	3.345832e-01	1.128044e-01	-1.854999e-01	-9.921568e-01	4.140685e-01	1.831941e+00	7.943964e-01	-2.842519e-01	-1.264712e+00	2.376967e+00	-2.506393e-01	-1.781300e-01	2.109254e-02	2.212307e-01	2.631691e-01	3.572656e-01	4.480228e-01	5.089965e-01	5.710701e-01	8.049129e-01	8.917860e-01	1.849594e-01	6.410746e-01	9.903116e-01	1.238019e+00	1.596005e+00	2.108182e+00	2.256369e+00	2.390094e+00	2.668488e+00	2.899763e+00	3.107579e+00
    12	6.178503e-03	9.569659e-02	7.974918e-02	5.009120e-02	3.464712e-05	5.302880e-02	3.904404e-05	5.023360e-02	2.738765e-05	2.350345e-02	4.804000e-02	2.728936e-05	4.080667e-02	2.637052e-05	5.155333e-02	4.468276e-05	5.653061e-02	1.435090e-02	4.760980e-02	1.308681e-02	5.956571e-02	1.433330e-02	-1.184116e-02	2.336466e-02	1.364837e-02	4.516419e-02	2.494244e-02	2.672623e-02	8.194529e-01	2.727177e-02	-1.683136e+00	2.805742e+00	8.934958e-01	8.768697e-01	3.227061e-01	8.196480e-01	3.503107e-02	4.157443e-01	2.640326e-01	5.905507e-01	7.525956e-01	8.127031e-01	8.448174e-01	8.749502e-01	8.855277e-01	9.036775e-01	9.298827e-01	9.590975e-01	9.996510e-01	1.299115e-01	2.714832e-01	4.122184e-01	4.432706e-01	6.281388e-01	9.076024e-01	9.674567e-01	1.053261e+00	1.267634e+00	1.544833e+00	2.367317e+00
    14	2.712819e-02	1.022452e-01	8.333105e-02	5.157120e-02	5.156263e-05	5.159360e-02	4.586663e-05	5.162560e-02	4.133716e-05	3.449619e-02	5.107333e-02	4.805480e-05	3.990667e-02	3.274042e-05	4.788000e-02	3.531666e-05	5.923265e-02	1.423502e-02	4.765388e-02	1.325214e-02	5.658122e-02	1.511628e-02	3.252481e-03	4.105450e-02	-1.733589e-02	2.983849e-02	1.789012e-03	3.261871e-02	7.910537e-01	1.930683e-02	-7.972235e-01	-1.410747e-01	8.429730e-01	1.179149e+00	4.548935e-01	1.391287e+00	4.224003e-01	8.349157e-01	4.543790e-01	5.987201e-01	7.025169e-01	7.494287e-01	7.967250e-01	8.162124e-01	8.414999e-01	8.755047e-01	8.949938e-01	9.421256e-01	9.835951e-01	5.134199e-01	7.184508e-01	7.918098e-01	8.140681e-01	8.422477e-01	8.560090e-01	9.295850e-01	1.101663e+00	1.352090e+00	2.475890e+00	2.718070e+00
    16	1.896572e-02	4.979564e-02	7.597625e-02	4.919040e-02	3.341722e-05	4.354560e-02	2.832204e-05	5.046080e-02	3.606937e-05	2.491799e-03	5.204000e-02	3.403853e-05	3.736000e-02	2.510742e-05	4.298000e-02	2.821365e-05	6.123755e-02	1.456861e-02	4.551184e-02	1.305463e-02	5.176163e-02	1.479108e-02	-2.159539e-02	2.191267e-02	-3.357727e-02	3.220479e-02	-3.242493e-02	2.332977e-02	6.103013e-01	5.632570e-02	-3.557775e-01	-9.277711e-02	5.441481e-01	1.939010e+00	3.363410e-01	5.682372e-01	-1.017509e+00	1.560262e+00	1.162437e-02	3.645594e-01	4.935840e-01	5.311144e-01	5.446360e-01	5.519028e-01	6.595207e-01	7.344073e-01	8.194727e-01	9.359118e-01	9.860809e-01	1.107061e+00	1.365839e+00	1.460806e+00	1.496454e+00	1.641363e+00	1.781600e+00	2.006515e+00	2.137295e+00	2.539637e+00	2.885952e+00	3.049921e+00
    18	6.427502e-02	-3.411578e-03	8.532207e-02	5.010080e-02	3.269014e-05	3.997600e-02	2.898821e-05	5.204800e-02	2.894000e-05	-6.299377e-03	5.075333e-02	3.278176e-05	4.036000e-02	2.436495e-05	3.990000e-02	3.053177e-05	5.904980e-02	1.391887e-02	4.795755e-02	1.313164e-02	4.691102e-02	1.288059e-02	2.875470e-03	2.811302e-02	-8.851365e-04	3.101548e-02	-4.454808e-03	2.424745e-02	1.485818e-01	2.505878e-02	-2.224849e-01	-1.083190e+00	2.516367e-01	1.984758e+00	4.684691e-01	1.591593e-01	-1.220820e+00	1.642548e+00	-1.803343e-01	-4.654071e-02	-5.564380e-03	6.575976e-02	9.461663e-02	1.731334e-01	2.267298e-01	2.465465e-01	2.997002e-01	3.250079e-01	4.124482e-01	8.254432e-01	1.142877e+00	1.426343e+00	1.573829e+00	1.679678e+00	1.986241e+00	2.115077e+00	2.366535e+00	2.681691e+00	3.001336e+00	3.094060e+00
    20	1.578459e-02	5.193932e-02	7.773004e-02	4.919520e-02	3.689773e-05	4.673440e-02	3.904793e-05	4.817280e-02	2.911432e-05	4.890465e-03	4.793333e-02	2.729989e-05	3.778667e-02	2.891086e-05	4.818000e-02	4.256281e-05	5.603102e-02	1.358068e-02	4.568000e-02	1.269068e-02	5.708735e-02	1.473369e-02	-1.800752e-02	2.029214e-02	-3.852890e-02	3.362946e-02	-2.579649e-02	2.347575e-02	7.045387e-01	6.212747e-02	-1.032444e+00	-6.580440e-02	7.803085e-01	1.421637e+00	4.775604e-01	1.033964e+00	7.733731e-02	1.135846e+00	9.435029e-02	2.945982e-01	5.765953e-01	7.141055e-01	7.407188e-01	7.507677e-01	8.212842e-01	8.342103e-01	9.015701e-01	9.537070e-01	9.869724e-01	5.789393e-01	6.730223e-01	9.927531e-01	1.075156e+00	1.139234e+00	1.164314e+00	1.296941e+00	1.610554e+00	1.690942e+00	2.587792e+00	3.020491e+00
