     1	Fst.s1.adm	Fst.s2.adm	Fst.s1.s2	mean.ASD.s1.adm	var.ASD.s1.adm	mean.ASD.s2.adm	var.ASD.s2.adm	mean.ASD.s1.s2	var.ASD.s1.s2	f3	mean.ASD.s1	var.ASD.s1	mean.ASD.s2	var.ASD.s2	mean.ASD.adm	var.ASD.adm	mean.het.s1	var.het.s1	mean.het.s2	var.het.s2	mean.het.adm	var.het.adm	mean.F.s1	var.F.s1	mean.F.s2	var.F.s2	mean.F.adm	var.F.adm	mean.adm.props	var.adm.props	skew.adm.props	kurt.adm.props	mode.adm.props	mean.adm.angles	var.adm.angles	skew.adm.angles	kurt.adm.angles	mode.adm.angles	perc0.adm.props	perc10.adm.props	perc20.adm.props	perc30.adm.props	perc40.adm.props	perc50.adm.props	perc60.adm.props	perc70.adm.props	perc80.adm.props	perc90.adm.props	perc100.adm.props	perc0.adm.angles	perc10.adm.angles	perc20.adm.angles	perc30.adm.angles	perc40.adm.angles	perc50.adm.angles	perc60.adm.angles	perc70.adm.angles	perc80.adm.angles	perc90.adm.angles	perc100.adm.angles
     2	1.918077e-02	8.279940e-02	6.818629e-02	4.966880e-02	2.899750e-05	4.964960e-02	3.096837e-05	4.881600e-02	3.020808e-05	2.802880e-02	4.879333e-02	2.861266e-05	3.954667e-02	2.532557e-05	4.798667e-02	3.226069e-05	5.659429e-02	1.375884e-02	4.687020e-02	1.328788e-02	5.690939e-02	1.482593e-02	-3.634895e-03	2.227139e-02	-3.622684e-03	2.854434e-02	-1.635253e-02	2.994225e-02	7.242161e-01	4.541686e-02	-1.167290e+00	8.252422e-01	7.823344e-01	8.378869e-01	3.257167e-01	1.990014e+00	4.688813e+00	7.182703e-01	1.060498e-01	4.145550e-01	5.966033e-01	7.196563e-01	7.537051e-01	7.600083e-01	7.937806e-01	8.318096e-01	8.787056e-01	9.414464e-01	9.901217e-01	9.978791e-02	3.781292e-01	5.409456e-01	6.058869e-01	6.920183e-01	6.980211e-01	7.652793e-01	8.037969e-01	9.800837e-01	1.436801e+00	2.919882e+00
     4	5.773516e-02	8.553385e-03	8.878483e-02	5.008800e-02	3.568615e-05	4.160160e-02	2.872724e-05	5.142080e-02	3.852937e-05	-4.115502e-03	5.019333e-02	3.256450e-05	3.975333e-02	2.689547e-05	4.174000e-02	2.939037e-05	5.827592e-02	1.422043e-02	4.629551e-02	1.322401e-02	4.879510e-02	1.400482e-02	8.853029e-03	2.594362e-02	3.230357e-02	2.146249e-02	3.432931e-02	4.313103e-02	2.171922e-01	5.065630e-02	1.442893e-01	-7.687394e-01	2.491047e-01	1.906483e+00	5.184142e-01	-2.915397e-02	-1.278459e+00	1.542057e+00	-1.624802e-01	-8.275309e-02	1.614310e-02	1.092307e-01	1.972231e-01	2.418131e-01	2.575796e-01	3.275270e-01	3.536221e-01	5.144820e-01	6.751324e-01	6.792142e-01	8.999719e-01	1.310361e+00	1.443583e+00	1.571394e+00	1.971569e+00	2.112792e+00	2.372841e+00	2.664156e+00	2.813553e+00	3.092638e+00
     6	1.583103e-02	9.452567e-02	7.929157e-02	5.009280e-02	3.297214e-05	4.834720e-02	2.690971e-05	5.020000e-02	2.781090e-05	2.528687e-02	5.124000e-02	3.507933e-05	3.739333e-02	2.143674e-05	4.615333e-02	3.150149e-05	5.916735e-02	1.433858e-02	4.501388e-02	1.329157e-02	5.378286e-02	1.352457e-02	7.560706e-03	1.693720e-02	-1.124370e-02	2.620277e-02	9.349766e-03	2.510778e-02	8.105723e-01	1.966145e-02	-6.967281e-01	-7.928366e-01	8.934258e-01	1.020958e+00	2.943294e-01	1.459277e-01	-8.182863e-01	8.361460e-01	5.084117e-01	6.011139e-01	6.674748e-01	7.862646e-01	8.049254e-01	8.494946e-01	8.918134e-01	9.035817e-01	9.193378e-01	9.573959e-01	9.890911e-01	5.918327e-03	3.943604e-01	6.074699e-01	7.478945e-01	8.608262e-01	9.580079e-01	1.050856e+00	1.334408e+00	1.514884e+00	1.700333e+00	2.052266e+00
     8	1.913123e-02	6.840999e-02	7.015586e-02	4.937120e-02	2.700943e-05	4.745120e-02	2.405250e-05	4.960000e-02	3.318590e-05	1.831967e-02	4.998000e-02	3.032736e-05	3.926667e-02	2.232330e-05	4.603333e-02	3.725641e-05	5.758857e-02	1.406893e-02	4.671837e-02	1.349551e-02	5.458612e-02	1.463666e-02	1.230403e-02	2.191906e-02	8.526996e-03	1.583428e-02	-8.314889e-03	4.084603e-02	7.462685e-01	5.777390e-02	-1.339771e+00	1.084008e+00	8.835086e-01	1.281638e+00	4.274020e-01	1.311240e+00	1.334369e+00	1.015880e+00	4.391431e-02	4.272420e-01	6.084198e-01	7.174308e-01	7.719109e-01	8.143287e-01	8.787572e-01	9.002916e-01	9.238355e-01	9.627645e-01	9.897291e-01	4.943852e-01	6.260010e-01	8.428087e-01	8.992061e-01	1.025101e+00	1.136277e+00	1.287923e+00	1.497147e+00	1.537505e+00	1.949076e+00	3.042500e+00
    10	8.903710e-02	1.265258e-02	9.720841e-02	4.986720e-02	3.357689e-05	3.812160e-02	3.249801e-05	4.973280e-02	3.537561e-05	1.125649e-02	4.943333e-02	4.096878e-05	3.622000e-02	2.479425e-05	3.797333e-02	3.228022e-05	5.720653e-02	1.365868e-02	4.448653e-02	1.291102e-02	4.467265e-02	1.276256e-02	2.911042e-03	1.793892e-02	-5.020552e-02	4.596141e-02	1.505738e-02	2.438642e-02	7.611264e-02	2.385537e-02	3.544918e-02	-1.375985e+00	-3.704898e-02	1.492909e+00	6.396574e-01	6.325085e-01	-7.513817e-01	1.064524e+00	-1.765575e-01	-1.065938e-01	-7.387767e-02	-4.503385e-02	2.049700e-02	7.531036e-02	1.168902e-01	1.756794e-01	2.496542e-01	2.665923e-01	3.446360e-01	1.677331e-01	7.897381e-01	8.819768e-01	1.002754e+00	1.111869e+00	1.197433e+00	1.472059e+00	1.633107e+00	2.438029e+00	2.647211e+00	3.113980e+00
    12	8.248604e-02	1.302747e-02	6.669749e-02	5.209120e-02	2.905737e-05	3.960160e-02	2.913429e-05	5.039040e-02	3.069029e-05	2.778823e-02	5.235333e-02	2.614230e-05	3.870000e-02	3.011706e-05	3.899333e-02	3.140464e-05	6.045714e-02	1.497247e-02	4.524735e-02	1.311023e-02	4.770776e-02	1.373020e-02	2.344045e-02	1.970963e-02	3.110341e-02	1.985032e-02	-5.140139e-02	3.264749e-02	-1.569100e-01	2.479452e-02	-5.273176e-01	-2.299637e-01	-1.773624e-01	9.494736e-01	4.577764e-01	1.481939e+00	2.070765e+00	7.858988e-01	-5.567247e-01	-3.699505e-01	-2.396858e-01	-2.178729e-01	-1.907567e-01	-1.584034e-01	-1.184656e-01	-5.437443e-02	-1.326222e-02	1.726788e-02	8.617933e-02	8.797479e-02	3.742076e-01	3.893186e-01	6.114924e-01	7.477420e-01	8.239210e-01	8.871487e-01	1.036545e+00	1.236867e+00	1.680706e+00	3.067322e+00
    14	1.856479e-02	1.052289e-01	8.989296e-02	5.075840e-02	3.543993e-05	5.220320e-02	2.929999e-05	5.050720e-02	3.604202e-05	2.917753e-02	4.933333e-02	3.327982e-05	3.930000e-02	2.009030e-05	4.974667e-02	4.998912e-05	5.704327e-02	1.404289e-02	4.704980e-02	1.321692e-02	5.822204e-02	1.503956e-02	1.688657e-02	1.275174e-02	2.082032e-04	2.772453e-02	2.030229e-02	2.636532e-02	8.190788e-01	1.934453e-02	-7.624100e-01	-7.237252e-01	8.969185e-01	8.822319e-01	2.049457e-01	1.043858e+00	1.489502e+00	8.458578e-01	5.102987e-01	6.094523e-01	6.809383e-01	7.774074e-01	8.415646e-01	8.850892e-01	8.918290e-01	8.981939e-01	9.127214e-01	9.603158e-01	9.933121e-01	1.929305e-01	3.642925e-01	5.521305e-01	6.355364e-01	7.405981e-01	8.546836e-01	9.378515e-01	1.007884e+00	1.100470e+00	1.373931e+00	2.279468e+00
    16	4.917482e-02	2.611124e-02	7.983179e-02	4.998400e-02	4.316962e-05	4.186720e-02	3.759932e-05	4.982560e-02	4.732050e-05	6.400317e-03	5.022000e-02	4.581097e-05	3.818667e-02	3.373761e-05	4.225333e-02	4.455768e-05	5.837551e-02	1.430153e-02	4.447020e-02	1.219922e-02	4.948735e-02	1.424064e-02	6.432667e-03	3.501873e-02	2.136721e-02	3.679209e-02	4.137112e-02	2.565948e-02	2.363856e-01	5.686285e-02	5.396156e-02	-4.279616e-01	2.350659e-01	1.712719e+00	4.445882e-01	4.852391e-01	-4.991910e-01	1.587133e+00	-2.622893e-01	6.394130e-03	4.261125e-02	1.322638e-01	1.769707e-01	2.219172e-01	2.812189e-01	3.284004e-01	3.797538e-01	5.845848e-01	6.810505e-01	6.298025e-01	9.780864e-01	1.124782e+00	1.368617e+00	1.540251e+00	1.677196e+00	1.711909e+00	1.906258e+00	2.269483e+00	2.621989e+00	3.096391e+00
    18	3.979585e-02	2.840716e-02	7.267168e-02	4.955040e-02	3.300106e-05	4.317600e-02	2.750744e-05	4.977920e-02	3.335822e-05	6.126949e-03	5.022667e-02	3.486484e-05	3.928667e-02	2.793761e-05	4.291333e-02	2.857440e-05	5.817143e-02	1.463484e-02	4.560327e-02	1.302088e-02	5.182857e-02	1.441594e-02	1.807466e-02	1.675377e-02	4.568237e-02	1.991994e-02	-4.498346e-02	2.170600e-02	3.328314e-01	5.966337e-02	5.716552e-01	-2.133119e-01	2.968582e-01	1.634895e+00	3.918452e-01	6.391144e-01	-8.235635e-01	1.324856e+00	-8.331780e-02	6.284505e-02	1.476383e-01	2.030248e-01	2.833630e-01	3.183173e-01	3.319067e-01	4.141551e-01	4.759718e-01	6.546719e-01	9.018786e-01	7.348596e-01	9.635271e-01	1.106761e+00	1.263693e+00	1.370772e+00	1.453115e+00	1.562023e+00	1.877803e+00	2.164193e+00	2.632855e+00	2.892376e+00
    20	4.257654e-02	1.964778e-02	6.648419e-02	5.126560e-02	3.281396e-05	4.176480e-02	2.666414e-05	4.909440e-02	3.405037e-05	7.433477e-03	5.209333e-02	3.719527e-05	3.685333e-02	2.173093e-05	4.392667e-02	3.448290e-05	5.993796e-02	1.444733e-02	4.457469e-02	1.240352e-02	5.172408e-02	1.368592e-02	2.032033e-02	2.216433e-02	-4.094938e-02	2.180948e-02	-6.881096e-03	3.918196e-02	1.627290e-01	2.943885e-02	-4.533059e-02	-8.989587e-01	1.510535e-01	1.425167e+00	3.491496e-01	6.666985e-01	-5.538431e-01	1.041447e+00	-1.437609e-01	-6.367282e-02	8.697124e-03	7.708575e-02	1.254731e-01	1.708846e-01	2.001979e-01	2.679137e-01	3.136776e-01	3.616493e-01	4.739650e-01	6.129167e-01	8.502717e-01	9.114098e-01	9.450638e-01	1.176639e+00	1.368533e+00	1.462040e+00	1.621508e+00	1.939604e+00	2.251718e+00	2.835770e+00
