     1	Fst.s1.adm	Fst.s2.adm	Fst.s1.s2	mean.ASD.s1.adm	var.ASD.s1.adm	mean.ASD.s2.adm	var.ASD.s2.adm	mean.ASD.s1.s2	var.ASD.s1.s2	f3	mean.ASD.s1	var.ASD.s1	mean.ASD.s2	var.ASD.s2	mean.ASD.adm	var.ASD.adm	mean.het.s1	var.het.s1	mean.het.s2	var.het.s2	mean.het.adm	var.het.adm	mean.F.s1	var.F.s1	mean.F.s2	var.F.s2	mean.F.adm	var.F.adm	mean.adm.props	var.adm.props	skew.adm.props	kurt.adm.props	mode.adm.props	mean.adm.angles	var.adm.angles	skew.adm.angles	kurt.adm.angles	mode.adm.angles	perc0.adm.props	perc10.adm.props	perc20.adm.props	perc30.adm.props	perc40.adm.props	perc50.adm.props	perc60.adm.props	perc70.adm.props	perc80.adm.props	perc90.adm.props	perc100.adm.props	perc0.adm.angles	perc10.adm.angles	perc20.adm.angles	perc30.adm.angles	perc40.adm.angles	perc50.adm.angles	perc60.adm.angles	perc70.adm.angles	perc80.adm.angles	perc90.adm.angles	perc100.adm.angles
     2	1.637838e-01	1.773898e-01	8.720764e-02	5.524800e-02	4.086949e-05	4.789760e-02	3.656642e-05	5.089600e-02	3.735615e-05	1.817485e-01	5.096667e-02	4.454738e-05	3.776000e-02	2.434355e-05	3.423333e-02	2.191193e-05	6.023837e-02	1.450190e-02	4.530939e-02	1.296115e-02	4.368000e-02	1.607610e-02	-3.322853e-02	1.711559e-02	-2.053906e-02	2.278358e-02	-3.663004e-02	3.090240e-02	3.359832e-01	3.298588e-02	1.076893e-01	-1.242589e+00	2.553303e-01	7.629842e-01	1.656889e-02	8.722390e-01	2.533528e-01	7.254495e-01	5.820961e-03	1.281789e-01	1.679256e-01	2.374824e-01	2.708958e-01	3.206021e-01	3.840010e-01	4.280263e-01	5.593817e-01	5.834959e-01	6.372257e-01	5.754375e-01	6.184186e-01	6.846956e-01	7.041209e-01	7.166508e-01	7.346203e-01	7.504015e-01	7.763897e-01	8.539058e-01	9.370001e-01	1.110275e+00
     4	3.021770e-01	2.691031e-01	7.495592e-02	6.324640e-02	3.276932e-05	4.992480e-02	3.220748e-05	5.177920e-02	3.396078e-05	4.895901e-01	5.220000e-02	3.185953e-05	3.946667e-02	3.032330e-05	2.592000e-02	2.226783e-05	6.094041e-02	1.464899e-02	4.708898e-02	1.356594e-02	3.246531e-02	1.292962e-02	-1.082355e-02	3.491545e-02	-9.153318e-03	4.649348e-02	1.679658e-02	2.798239e-02	-2.863216e-01	1.070265e-02	1.919725e-01	-1.093253e+00	-2.936018e-01	5.235597e-01	2.437091e-03	6.806314e-01	7.147503e-01	5.092428e-01	-4.506262e-01	-4.077617e-01	-4.020171e-01	-3.192073e-01	-3.089807e-01	-2.994034e-01	-2.772359e-01	-2.366122e-01	-1.844003e-01	-1.409213e-01	-9.190748e-02	4.362778e-01	4.681205e-01	4.881860e-01	4.985770e-01	5.082609e-01	5.143698e-01	5.305514e-01	5.526129e-01	5.592953e-01	5.659604e-01	6.647141e-01
     6	8.214590e-02	1.220399e-01	9.744935e-02	5.192640e-02	3.789201e-05	4.780160e-02	3.610160e-05	5.178560e-02	4.026165e-05	6.980375e-02	5.068667e-02	3.509882e-05	3.829333e-02	3.334511e-05	3.988667e-02	2.941855e-05	5.962612e-02	1.466543e-02	4.639184e-02	1.288124e-02	4.966694e-02	1.607519e-02	-7.612059e-03	2.835974e-02	-4.328700e-02	3.314434e-02	-3.569902e-02	1.858274e-02	5.819765e-01	2.130312e-02	2.362627e-01	-7.264715e-01	5.251163e-01	1.062538e+00	4.967439e-02	5.203334e-01	-1.054241e+00	8.856458e-01	3.104371e-01	4.247654e-01	4.678521e-01	4.989711e-01	5.273326e-01	5.484733e-01	5.969318e-01	6.598978e-01	7.179375e-01	7.483934e-01	8.848731e-01	7.954993e-01	8.321485e-01	8.550950e-01	8.801260e-01	9.203746e-01	1.005296e+00	1.121233e+00	1.180224e+00	1.294838e+00	1.373354e+00	1.547264e+00
     8	1.734952e-01	2.578642e-01	9.074100e-02	5.276640e-02	3.115688e-05	5.281440e-02	3.028281e-05	5.063360e-02	3.692163e-05	2.711320e-01	4.905333e-02	2.324129e-05	3.938000e-02	2.457753e-05	3.165333e-02	2.487608e-05	5.793959e-02	1.432369e-02	4.701714e-02	1.305199e-02	3.861061e-02	1.256189e-02	-2.175383e-02	2.373153e-02	-2.430724e-02	3.105023e-02	-2.148082e-02	2.426471e-02	8.088391e-01	1.653514e-02	-8.097372e-01	-3.134450e-01	8.587551e-01	7.042369e-01	7.450664e-03	6.638039e-01	-3.967954e-01	6.546538e-01	5.073152e-01	6.123051e-01	7.231995e-01	7.750319e-01	8.093650e-01	8.336075e-01	8.555914e-01	8.829069e-01	9.279554e-01	9.512238e-01	9.617197e-01	5.876587e-01	6.159295e-01	6.296264e-01	6.425786e-01	6.641309e-01	6.816962e-01	7.181379e-01	7.315296e-01	7.887523e-01	8.175015e-01	9.224125e-01
    10	2.924506e-01	3.273404e-01	6.636619e-02	5.412320e-02	4.228127e-05	4.698720e-02	2.907996e-05	5.075520e-02	3.931658e-05	7.547820e-01	5.172667e-02	4.037989e-05	3.955333e-02	3.041521e-05	1.662000e-02	1.391532e-05	6.050286e-02	1.425533e-02	4.672327e-02	1.272141e-02	1.988735e-02	6.924836e-03	-1.020023e-02	2.040469e-02	6.918722e-03	3.863073e-02	2.249405e-02	4.342111e-02	3.145742e-01	1.358380e-02	-6.588966e-01	9.154241e-02	3.341547e-01	6.132754e-01	2.454780e-03	5.477366e-01	-2.554416e-01	6.051108e-01	3.533273e-02	1.836076e-01	2.332058e-01	2.778500e-01	3.056504e-01	3.298355e-01	3.437820e-01	3.766740e-01	4.055026e-01	4.455357e-01	4.968122e-01	5.387747e-01	5.514396e-01	5.740605e-01	5.870210e-01	5.976334e-01	6.101480e-01	6.178960e-01	6.352266e-01	6.488214e-01	6.698765e-01	7.348781e-01
    12	1.373822e-01	2.233471e-01	8.816282e-02	4.727040e-02	3.049568e-05	4.696320e-02	2.338486e-05	5.098560e-02	3.839563e-05	2.203323e-01	4.930667e-02	3.009962e-05	3.986000e-02	2.056227e-05	2.719333e-02	1.919327e-05	5.740898e-02	1.421299e-02	4.687184e-02	1.332977e-02	3.311510e-02	1.032271e-02	9.214231e-03	3.439539e-02	4.946184e-03	1.634373e-02	-3.638515e-02	3.911448e-02	7.695032e-01	1.720244e-02	-4.352982e-01	-6.603534e-01	8.316610e-01	8.775187e-01	1.527372e-02	7.029222e-01	1.040077e+00	8.720810e-01	4.880262e-01	5.637996e-01	6.892391e-01	7.114251e-01	7.449611e-01	8.055799e-01	8.178601e-01	8.606032e-01	8.683552e-01	9.006641e-01	9.867390e-01	6.285016e-01	7.426872e-01	7.853259e-01	8.337316e-01	8.580769e-01	8.708614e-01	8.840844e-01	8.995699e-01	9.505937e-01	1.017078e+00	1.233097e+00
    14	2.214564e-01	1.774177e-01	7.812398e-02	5.114560e-02	2.967268e-05	4.188000e-02	3.685256e-05	5.045280e-02	3.219368e-05	2.966816e-01	4.921333e-02	3.125200e-05	4.042667e-02	2.672705e-05	2.337333e-02	1.380664e-05	5.785469e-02	1.426840e-02	4.779592e-02	1.327024e-02	2.848653e-02	9.039395e-03	-1.219099e-02	1.718071e-02	7.514944e-04	4.951156e-02	-4.470426e-02	4.572701e-02	8.238098e-02	1.431331e-02	7.613438e-01	1.381539e-01	1.991705e-02	7.762687e-01	7.312988e-03	4.650383e-01	-4.391767e-01	7.228757e-01	-7.887920e-02	-5.017065e-02	-3.638497e-02	1.181763e-02	2.390887e-02	7.487459e-02	8.649182e-02	1.387046e-01	1.698949e-01	2.325039e-01	4.132301e-01	6.419530e-01	6.844812e-01	7.052883e-01	7.177497e-01	7.383202e-01	7.739592e-01	8.026572e-01	8.258311e-01	8.450174e-01	8.682991e-01	9.898338e-01
    16	2.533685e-01	2.845679e-01	7.330383e-02	5.103520e-02	4.231607e-05	4.385280e-02	3.446868e-05	5.084640e-02	4.994432e-05	5.702646e-01	5.218667e-02	4.130283e-05	3.904000e-02	3.163719e-05	1.696000e-02	1.006528e-05	6.055837e-02	1.417236e-02	4.686857e-02	1.289775e-02	2.104000e-02	8.015527e-03	-1.348000e-03	3.242335e-02	-3.608876e-02	4.514727e-02	-3.885467e-17	7.538902e-02	4.017052e-01	1.106096e-02	7.003139e-01	2.757238e-01	3.394886e-01	7.159985e-01	4.374659e-03	6.358589e-01	-6.060837e-01	6.748798e-01	2.351830e-01	2.826863e-01	3.222670e-01	3.305176e-01	3.538987e-01	3.957557e-01	4.311204e-01	4.353316e-01	4.815566e-01	5.261120e-01	6.943270e-01	6.225014e-01	6.456239e-01	6.568032e-01	6.684258e-01	6.847170e-01	7.066938e-01	7.226170e-01	7.411436e-01	7.673647e-01	8.105927e-01	8.666863e-01
    18	1.182383e-01	8.396752e-02	8.502053e-02	4.785760e-02	3.354860e-05	3.903360e-02	2.596842e-05	5.055840e-02	3.632070e-05	8.450027e-02	4.999333e-02	3.993975e-05	3.902000e-02	3.084910e-05	3.004667e-02	2.505467e-05	5.756898e-02	1.392280e-02	4.557714e-02	1.259744e-02	3.567673e-02	1.080501e-02	2.308499e-02	2.165639e-02	1.003009e-02	3.756201e-02	1.336262e-02	5.866196e-02	2.300962e-01	3.122650e-02	-2.690218e-01	-1.093112e+00	3.111935e-01	1.149015e+00	3.021537e-02	-1.489168e-01	-1.048109e+00	1.231291e+00	-1.016008e-01	-2.462299e-02	8.082033e-02	1.470930e-01	1.988424e-01	2.594434e-01	3.131800e-01	3.330098e-01	3.842934e-01	4.419380e-01	5.123023e-01	8.141554e-01	9.436192e-01	9.655767e-01	1.037402e+00	1.123669e+00	1.162881e+00	1.204981e+00	1.271396e+00	1.313230e+00	1.340456e+00	1.470697e+00
    20	7.931073e-02	1.331395e-01	7.803861e-02	4.993120e-02	4.020519e-05	4.607360e-02	2.917727e-05	5.083360e-02	3.454278e-05	9.031404e-02	5.179333e-02	3.861935e-05	3.852000e-02	2.303304e-05	3.628000e-02	2.618890e-05	6.087020e-02	1.446959e-02	4.568816e-02	1.296876e-02	4.377469e-02	1.419932e-02	-5.418019e-03	1.637347e-02	-8.576329e-03	3.744356e-02	5.818290e-03	2.475007e-02	6.496598e-01	4.630237e-02	-6.970809e-01	2.230278e-01	6.749264e-01	9.435358e-01	5.119851e-02	1.678300e+00	3.439402e+00	8.627227e-01	1.092556e-01	4.441405e-01	5.059590e-01	5.798405e-01	6.565256e-01	6.706946e-01	6.854833e-01	7.289151e-01	8.287365e-01	9.019561e-01	9.909057e-01	5.888133e-01	7.850496e-01	8.135697e-01	8.307498e-01	8.692967e-01	8.850413e-01	9.072464e-01	9.471981e-01	1.019540e+00	1.226058e+00	1.728639e+00
