     1	Fst.s1.adm	Fst.s2.adm	Fst.s1.s2	mean.ASD.s1.adm	var.ASD.s1.adm	mean.ASD.s2.adm	var.ASD.s2.adm	mean.ASD.s1.s2	var.ASD.s1.s2	f3	mean.ASD.s1	var.ASD.s1	mean.ASD.s2	var.ASD.s2	mean.ASD.adm	var.ASD.adm	mean.het.s1	var.het.s1	mean.het.s2	var.het.s2	mean.het.adm	var.het.adm	mean.F.s1	var.F.s1	mean.F.s2	var.F.s2	mean.F.adm	var.F.adm	mean.adm.props	var.adm.props	skew.adm.props	kurt.adm.props	mode.adm.props	mean.adm.angles	var.adm.angles	skew.adm.angles	kurt.adm.angles	mode.adm.angles	perc0.adm.props	perc10.adm.props	perc20.adm.props	perc30.adm.props	perc40.adm.props	perc50.adm.props	perc60.adm.props	perc70.adm.props	perc80.adm.props	perc90.adm.props	perc100.adm.props	perc0.adm.angles	perc10.adm.angles	perc20.adm.angles	perc30.adm.angles	perc40.adm.angles	perc50.adm.angles	perc60.adm.angles	perc70.adm.angles	perc80.adm.angles	perc90.adm.angles	perc100.adm.angles
     2	1.397509e-02	9.741551e-02	8.643247e-02	5.101440e-02	3.324819e-05	5.124160e-02	3.596878e-05	5.060800e-02	3.974192e-05	2.327269e-02	5.014000e-02	3.561913e-05	3.900667e-02	2.137119e-05	4.928667e-02	2.754965e-05	5.793633e-02	1.405423e-02	4.634776e-02	1.300027e-02	5.850776e-02	1.395127e-02	2.513667e-02	3.567877e-02	-1.127237e-03	1.753476e-02	-3.917848e-02	2.580464e-02	8.077105e-01	2.304125e-02	-6.709642e-01	-5.904337e-01	9.099005e-01	1.169711e+00	6.121861e-01	7.730738e-01	-2.187566e-01	1.116163e+00	4.374104e-01	6.107405e-01	6.479916e-01	7.558106e-01	7.755821e-01	8.542980e-01	8.767473e-01	9.165189e-01	9.396560e-01	9.770037e-01	9.940639e-01	7.891446e-02	3.378954e-01	5.090979e-01	6.685373e-01	9.387973e-01	1.062956e+00	1.267759e+00	1.417129e+00	1.478196e+00	2.434505e+00	3.038519e+00
     4	5.894233e-02	2.434364e-02	9.191582e-02	5.114720e-02	3.169625e-05	4.336800e-02	3.708231e-05	5.067840e-02	3.290442e-05	4.471174e-03	4.967333e-02	3.303006e-05	3.901333e-02	2.765200e-05	4.410000e-02	3.264548e-05	5.729959e-02	1.381238e-02	4.547918e-02	1.332199e-02	5.185143e-02	1.311396e-02	1.430362e-02	9.470311e-03	3.604250e-02	2.770638e-02	-1.057968e-02	3.669856e-02	2.177336e-01	5.229320e-02	7.143477e-01	7.269854e-01	2.363823e-01	1.832771e+00	4.587739e-01	3.402595e-01	-1.024256e+00	1.867316e+00	-1.439623e-01	-6.457731e-02	4.197387e-02	9.980663e-02	1.922921e-01	2.199135e-01	2.450905e-01	2.912218e-01	3.419727e-01	4.314065e-01	8.662739e-01	8.298962e-01	9.918708e-01	1.290006e+00	1.342006e+00	1.605165e+00	1.907091e+00	1.927659e+00	2.065853e+00	2.482160e+00	2.822237e+00	3.109697e+00
     6	4.961252e-02	2.687048e-02	8.865046e-02	5.037600e-02	3.303949e-05	4.418880e-02	3.490981e-05	5.112800e-02	2.626244e-05	1.862486e-03	4.929333e-02	3.078992e-05	4.016000e-02	2.844923e-05	4.434000e-02	3.201779e-05	5.793633e-02	1.380018e-02	4.680000e-02	1.284083e-02	5.259592e-02	1.390511e-02	-3.285803e-02	3.574233e-02	1.709402e-02	2.967711e-02	-2.061152e-02	1.658997e-02	3.181491e-01	2.933146e-02	2.618826e-02	-1.051651e+00	3.012850e-01	1.895822e+00	3.794723e-01	2.256021e-02	-8.955391e-01	2.106270e+00	2.595051e-02	9.849953e-02	1.620672e-01	2.369326e-01	2.764320e-01	3.062633e-01	3.618265e-01	3.894320e-01	4.760996e-01	5.521815e-01	6.344400e-01	8.639800e-01	1.017479e+00	1.388836e+00	1.517114e+00	1.727674e+00	1.916993e+00	2.135435e+00	2.249685e+00	2.304151e+00	2.652595e+00	3.136174e+00
     8	1.126555e-02	8.977720e-02	7.528339e-02	5.116320e-02	3.468807e-05	5.115680e-02	3.481832e-05	5.088640e-02	3.536047e-05	2.359985e-02	5.108667e-02	3.633360e-05	3.950000e-02	2.479933e-05	4.940667e-02	3.588758e-05	5.882776e-02	1.423324e-02	4.676898e-02	1.340409e-02	5.821551e-02	1.444708e-02	2.359014e-02	3.010177e-02	1.131048e-02	1.696431e-02	-1.278851e-02	2.548603e-02	7.832839e-01	2.113459e-02	-5.438193e-01	-9.691659e-01	8.266301e-01	8.542674e-01	4.560834e-01	1.385617e+00	9.842888e-01	5.392201e-01	5.097306e-01	5.624141e-01	6.427588e-01	7.510878e-01	7.880155e-01	7.955926e-01	8.255183e-01	8.671319e-01	9.307437e-01	9.453457e-01	9.766220e-01	6.997820e-02	3.231461e-01	4.093250e-01	4.382959e-01	5.603350e-01	6.801739e-01	7.169566e-01	8.797476e-01	1.160015e+00	1.858757e+00	2.641349e+00
    10	2.576599e-02	3.459554e-02	7.903975e-02	5.153120e-02	4.002827e-05	4.651200e-02	3.663487e-05	5.156960e-02	4.096670e-05	-7.011394e-04	5.142000e-02	4.508722e-05	4.061333e-02	1.976972e-05	4.769333e-02	4.049427e-05	5.923429e-02	1.397981e-02	4.702367e-02	1.350221e-02	5.588571e-02	1.469495e-02	2.083735e-02	3.087563e-02	5.069092e-02	2.935325e-02	8.179959e-04	3.478469e-02	4.826652e-01	5.630676e-02	-1.572445e-01	-5.246095e-01	4.395210e-01	2.029655e+00	5.282783e-01	-3.911311e-01	-7.521035e-01	2.497892e+00	-7.112856e-02	1.926269e-01	3.149185e-01	3.686339e-01	4.143743e-01	4.772187e-01	5.053051e-01	6.141602e-01	6.877606e-01	8.110713e-01	8.745318e-01	3.250880e-01	1.099136e+00	1.445411e+00	1.638859e+00	1.819970e+00	2.103233e+00	2.414919e+00	2.467168e+00	2.631073e+00	2.920464e+00	3.078278e+00
    12	1.772011e-02	5.468125e-02	9.195778e-02	4.931200e-02	3.542333e-05	4.827520e-02	4.633119e-05	4.987840e-02	3.574481e-05	-3.585257e-04	4.752667e-02	3.218992e-05	3.976000e-02	3.169472e-05	4.844000e-02	4.688268e-05	5.573061e-02	1.357510e-02	4.648327e-02	1.314367e-02	5.692245e-02	1.437885e-02	-3.398272e-03	1.035448e-02	1.728074e-02	2.231999e-02	-7.686792e-03	2.641018e-02	7.326552e-01	3.223639e-02	-1.927121e-01	-1.223174e+00	6.665280e-01	1.856279e+00	5.314279e-01	3.421250e-01	-1.622455e+00	1.267677e+00	4.124329e-01	4.878651e-01	6.080729e-01	6.395639e-01	6.668520e-01	6.951194e-01	8.268579e-01	8.597820e-01	9.051274e-01	9.643267e-01	9.852745e-01	9.576397e-01	1.137841e+00	1.228846e+00	1.288475e+00	1.333816e+00	1.463145e+00	2.242610e+00	2.416023e+00	2.640974e+00	2.867106e+00	3.077403e+00
    14	2.464346e-02	5.410237e-02	7.686911e-02	5.076640e-02	3.480432e-05	4.729280e-02	3.136445e-05	5.168480e-02	4.116491e-05	9.224927e-03	5.177333e-02	3.388825e-05	4.043333e-02	2.160424e-05	4.641333e-02	3.137373e-05	5.963918e-02	1.399192e-02	4.696816e-02	1.315255e-02	5.459918e-02	1.397893e-02	1.138821e-02	1.566188e-02	4.616240e-02	2.538522e-02	-1.100413e-02	2.638873e-02	6.350033e-01	6.255811e-02	-2.033843e-01	-1.296421e+00	8.637090e-01	1.632029e+00	5.420592e-01	2.457798e-01	-1.029677e+00	1.242433e+00	1.316855e-01	3.853234e-01	4.063706e-01	4.428905e-01	5.362642e-01	6.443641e-01	7.493815e-01	8.477142e-01	8.884930e-01	9.325627e-01	9.821351e-01	2.165442e-01	9.025088e-01	9.987184e-01	1.125713e+00	1.326586e+00	1.494839e+00	1.640403e+00	2.100509e+00	2.338655e+00	2.675796e+00	2.936408e+00
    16	1.464115e-02	9.271722e-02	7.936841e-02	5.109600e-02	3.955808e-05	5.194880e-02	2.842045e-05	4.935520e-02	4.204350e-05	2.574126e-02	4.858667e-02	4.646404e-05	3.904000e-02	2.577097e-05	5.162000e-02	3.020294e-05	5.729796e-02	1.391367e-02	4.623673e-02	1.296524e-02	6.034939e-02	1.456165e-02	-2.621456e-02	2.497673e-02	-6.991525e-03	2.159817e-02	-1.542041e-02	1.609717e-02	7.903297e-01	2.794376e-02	-7.632484e-01	-4.870081e-01	8.907864e-01	9.061778e-01	3.168430e-01	7.126243e-01	-7.873390e-02	7.914063e-01	3.985345e-01	5.640312e-01	6.292824e-01	7.482797e-01	7.747922e-01	8.383048e-01	8.591275e-01	8.975232e-01	9.547065e-01	9.688142e-01	9.853145e-01	3.402417e-02	2.279472e-01	5.194673e-01	6.944856e-01	7.463070e-01	8.091674e-01	9.093648e-01	9.877656e-01	1.180048e+00	1.754178e+00	2.205688e+00
    18	1.790208e-02	5.513122e-02	7.664995e-02	5.016000e-02	3.334615e-05	4.881280e-02	3.697612e-05	5.049600e-02	3.480167e-05	7.475636e-03	4.905333e-02	2.841855e-05	4.054000e-02	2.519237e-05	4.832667e-02	3.302337e-05	5.803918e-02	1.437004e-02	4.835429e-02	1.350391e-02	5.645551e-02	1.459022e-02	-2.689246e-02	2.305643e-02	-1.748996e-02	2.281018e-02	9.485526e-03	2.253580e-02	7.300498e-01	3.214763e-02	-2.754768e-01	-9.636188e-01	7.430092e-01	1.603301e+00	3.584709e-01	2.999762e-02	-7.422022e-01	1.562074e+00	3.882352e-01	4.954494e-01	5.875114e-01	6.572868e-01	7.107927e-01	7.296174e-01	7.983231e-01	8.145864e-01	9.125672e-01	9.618700e-01	9.976218e-01	4.588795e-01	9.025471e-01	1.090704e+00	1.320991e+00	1.427260e+00	1.609600e+00	1.730477e+00	1.948017e+00	2.030309e+00	2.359434e+00	2.793426e+00
    20	8.934638e-02	2.566892e-03	6.887346e-02	5.269760e-02	2.804783e-05	3.961760e-02	2.730065e-05	5.191840e-02	3.101416e-05	2.500526e-02	5.292000e-02	2.935813e-05	4.036667e-02	2.572464e-05	3.860667e-02	2.262069e-05	6.095673e-02	1.465968e-02	4.735184e-02	1.331710e-02	4.655347e-02	1.306697e-02	2.619456e-02	3.092444e-02	1.165397e-02	4.192318e-02	-3.794627e-02	3.271156e-02	-1.252233e-01	2.975749e-02	-6.919254e-01	2.742682e-01	-1.168162e-01	9.229856e-01	3.259851e-01	1.148958e+00	1.135781e+00	8.288393e-01	-5.784104e-01	-3.009411e-01	-2.677563e-01	-1.556985e-01	-1.321256e-01	-1.215584e-01	-8.094182e-02	-4.808285e-02	-1.411277e-02	1.047212e-01	1.236218e-01	9.260595e-02	3.576016e-01	6.187227e-01	6.850516e-01	7.804775e-01	8.417521e-01	8.669441e-01	9.290497e-01	1.154198e+00	1.599257e+00	2.523956e+00
