     1	Fst.s1.adm	Fst.s2.adm	Fst.s1.s2	mean.ASD.s1.adm	var.ASD.s1.adm	mean.ASD.s2.adm	var.ASD.s2.adm	mean.ASD.s1.s2	var.ASD.s1.s2	f3	mean.ASD.s1	var.ASD.s1	mean.ASD.s2	var.ASD.s2	mean.ASD.adm	var.ASD.adm	mean.het.s1	var.het.s1	mean.het.s2	var.het.s2	mean.het.adm	var.het.adm	mean.F.s1	var.F.s1	mean.F.s2	var.F.s2	mean.F.adm	var.F.adm	mean.adm.props	var.adm.props	skew.adm.props	kurt.adm.props	mode.adm.props	mean.adm.angles	var.adm.angles	skew.adm.angles	kurt.adm.angles	mode.adm.angles	perc0.adm.props	perc10.adm.props	perc20.adm.props	perc30.adm.props	perc40.adm.props	perc50.adm.props	perc60.adm.props	perc70.adm.props	perc80.adm.props	perc90.adm.props	perc100.adm.props	perc0.adm.angles	perc10.adm.angles	perc20.adm.angles	perc30.adm.angles	perc40.adm.angles	perc50.adm.angles	perc60.adm.angles	perc70.adm.angles	perc80.adm.angles	perc90.adm.angles	perc100.adm.angles
     2	1.264597e-01	2.043934e-01	9.371292e-02	4.718240e-02	2.595386e-05	4.427840e-02	3.310827e-05	5.108960e-02	3.447914e-05	1.875603e-01	5.048000e-02	1.973538e-05	3.835333e-02	3.197507e-05	2.640667e-02	2.164678e-05	5.878531e-02	1.403073e-02	4.549388e-02	1.323738e-02	3.216816e-02	1.114243e-02	-4.332611e-03	1.949622e-02	2.942760e-03	2.250253e-02	1.766228e-02	4.735257e-02	6.862927e-01	2.229529e-02	-2.312547e-01	-5.670576e-01	6.280617e-01	9.600617e-01	1.849782e-02	1.277135e-01	-7.831830e-01	9.954870e-01	3.354076e-01	5.195048e-01	5.644025e-01	6.144081e-01	6.325156e-01	6.797514e-01	7.510019e-01	7.741018e-01	8.046521e-01	8.774509e-01	9.512258e-01	7.094635e-01	8.043760e-01	8.287600e-01	8.711828e-01	9.254520e-01	9.650938e-01	1.008301e+00	1.026709e+00	1.071021e+00	1.132477e+00	1.257747e+00
     4	2.894840e-01	3.181141e-01	6.404652e-02	5.231200e-02	3.485923e-05	4.621280e-02	2.284086e-05	4.965440e-02	3.321370e-05	7.413662e-01	5.033333e-02	2.380825e-05	3.978667e-02	2.483728e-05	1.545333e-02	1.397440e-05	5.897469e-02	1.433206e-02	4.651755e-02	1.320944e-02	1.933551e-02	7.802774e-03	-9.246443e-03	1.814062e-02	2.660396e-02	2.355026e-02	2.870894e-03	9.172726e-02	3.340902e-01	2.020730e-02	-7.994063e-01	-1.486906e-01	3.755934e-01	6.081935e-01	2.245716e-03	9.871937e-02	3.186875e-01	6.129967e-01	7.112379e-03	1.337868e-01	2.514913e-01	2.864446e-01	3.271042e-01	3.737354e-01	3.829600e-01	3.958580e-01	4.532229e-01	4.911945e-01	5.332225e-01	4.996635e-01	5.616087e-01	5.688091e-01	5.929627e-01	6.039942e-01	6.088416e-01	6.178106e-01	6.236243e-01	6.418009e-01	6.618949e-01	7.244194e-01
     6	8.403851e-02	8.945245e-02	6.714486e-02	4.765920e-02	2.721861e-05	4.219200e-02	2.521949e-05	4.901600e-02	2.965359e-05	7.351714e-02	4.912667e-02	3.105414e-05	3.906000e-02	2.397632e-05	3.410000e-02	2.584281e-05	5.853388e-02	1.414542e-02	4.725061e-02	1.336384e-02	4.109551e-02	1.291069e-02	-3.598126e-02	2.779744e-02	-3.448395e-02	2.524388e-02	-2.542609e-03	2.743499e-02	4.237549e-01	4.429156e-02	-8.975594e-02	-1.024318e-01	4.754025e-01	1.027750e+00	3.680991e-02	9.219192e-01	6.513103e-01	9.264915e-01	-4.865635e-02	1.997763e-01	2.321076e-01	3.454574e-01	4.069358e-01	4.618956e-01	4.773687e-01	5.094139e-01	5.498583e-01	6.483412e-01	8.766589e-01	7.693940e-01	8.248297e-01	8.562063e-01	9.076633e-01	9.402231e-01	1.009833e+00	1.062117e+00	1.089797e+00	1.151574e+00	1.263356e+00	1.586951e+00
     8	1.483094e-01	1.864190e-01	7.798744e-02	4.946880e-02	3.852186e-05	4.567200e-02	3.451244e-05	5.013920e-02	3.229630e-05	1.981533e-01	5.022000e-02	3.039960e-05	3.947333e-02	2.740062e-05	2.870667e-02	1.846216e-05	5.772408e-02	1.390764e-02	4.588898e-02	1.284976e-02	3.536327e-02	1.219834e-02	1.600860e-02	2.040774e-02	3.593411e-02	2.632731e-02	-8.956602e-03	2.790215e-02	5.848611e-01	4.043178e-02	4.629208e-02	-6.828291e-01	5.529483e-01	7.954293e-01	1.509260e-02	6.438475e-01	-1.197512e-01	7.368879e-01	1.747350e-01	3.523993e-01	4.343025e-01	4.922219e-01	5.292352e-01	5.553439e-01	6.268580e-01	6.575827e-01	7.693324e-01	8.631093e-01	9.769706e-01	5.793990e-01	6.696872e-01	7.094739e-01	7.239282e-01	7.317280e-01	7.648231e-01	8.065668e-01	8.264510e-01	9.255519e-01	9.520996e-01	1.114760e+00
    10	9.694834e-02	1.776346e-01	8.592300e-02	5.119840e-02	3.374583e-05	5.221600e-02	3.421128e-05	5.096000e-02	3.646474e-05	1.270452e-01	4.918667e-02	3.017909e-05	4.022000e-02	2.779090e-05	3.814667e-02	2.631955e-05	5.732735e-02	1.438216e-02	4.720163e-02	1.351197e-02	4.749714e-02	1.471037e-02	1.059437e-02	1.723048e-02	3.223686e-02	1.820472e-02	-5.774783e-02	3.580412e-02	8.411406e-01	2.116366e-02	-1.098753e+00	1.599816e-01	9.135938e-01	7.862411e-01	1.703289e-02	1.413647e+00	2.112187e+00	7.437321e-01	4.752446e-01	6.108145e-01	7.648090e-01	8.226857e-01	8.539192e-01	8.958617e-01	9.007582e-01	9.156483e-01	9.682349e-01	9.819928e-01	9.998163e-01	5.826709e-01	6.743587e-01	6.970656e-01	7.274927e-01	7.419418e-01	7.554231e-01	7.915513e-01	7.989874e-01	8.367397e-01	9.235959e-01	1.193201e+00
    12	1.543541e-01	1.801003e-01	7.815605e-02	5.167200e-02	3.863423e-05	4.627520e-02	3.072543e-05	5.118240e-02	3.564937e-05	1.929093e-01	5.170667e-02	3.080999e-05	3.904667e-02	2.859982e-05	2.887333e-02	2.564276e-05	5.973714e-02	1.355487e-02	4.510041e-02	1.294664e-02	3.757714e-02	1.390182e-02	-5.739430e-03	1.938055e-02	5.987547e-02	3.638068e-02	-6.873479e-02	3.869574e-02	5.179799e-01	2.791649e-02	2.795212e-01	-6.313895e-01	4.854479e-01	7.924232e-01	1.261316e-02	3.094658e-01	-3.333772e-01	7.657964e-01	2.472275e-01	3.059977e-01	3.817963e-01	4.234064e-01	4.819251e-01	4.970261e-01	5.273938e-01	6.262789e-01	6.594369e-01	7.029526e-01	8.974673e-01	5.713071e-01	6.642411e-01	7.065464e-01	7.421771e-01	7.509455e-01	7.797246e-01	8.289435e-01	8.382431e-01	8.680969e-01	9.114093e-01	1.033926e+00
    14	9.122758e-02	2.375794e-02	7.617527e-02	5.055040e-02	3.804593e-05	3.917600e-02	2.582154e-05	5.062560e-02	3.477306e-05	3.244211e-02	5.150667e-02	3.862537e-05	3.897333e-02	2.291567e-05	3.660000e-02	3.014047e-05	5.956408e-02	1.418257e-02	4.593633e-02	1.309541e-02	4.421061e-02	1.326329e-02	1.014171e-02	2.086880e-02	7.321581e-03	2.369504e-02	-2.961705e-02	3.296193e-02	-2.558259e-02	4.183701e-02	1.796809e-02	-8.548124e-01	5.429610e-02	1.226267e+00	3.857607e-01	6.038222e-01	-6.185746e-01	8.036141e-01	-4.557259e-01	-2.560763e-01	-2.212074e-01	-1.542280e-01	-1.060559e-01	-2.133747e-02	6.528991e-02	8.585765e-02	1.139868e-01	2.460159e-01	3.624669e-01	2.923616e-01	6.161353e-01	6.697311e-01	7.716407e-01	9.265936e-01	1.029581e+00	1.308145e+00	1.561204e+00	1.740141e+00	1.995866e+00	2.690753e+00
    16	1.494384e-01	2.408102e-01	7.504181e-02	4.743840e-02	3.507673e-05	4.861600e-02	2.996449e-05	4.911360e-02	3.499829e-05	2.565331e-01	4.831333e-02	3.281119e-05	3.934667e-02	2.874230e-05	2.715333e-02	1.759514e-05	5.618449e-02	1.362360e-02	4.646694e-02	1.326987e-02	3.423673e-02	1.185209e-02	-9.879987e-04	2.917818e-02	1.004884e-02	2.763399e-02	-5.617549e-02	2.784617e-02	8.935544e-01	6.257348e-03	-7.272664e-01	-5.419764e-01	9.506131e-01	7.098635e-01	5.446599e-03	2.043642e-01	-7.640272e-01	6.787603e-01	7.077156e-01	7.756780e-01	8.341578e-01	8.645340e-01	8.836708e-01	9.020644e-01	9.361376e-01	9.479076e-01	9.711976e-01	9.755717e-01	9.865687e-01	5.781342e-01	6.202951e-01	6.481338e-01	6.657075e-01	6.814928e-01	7.008995e-01	7.290564e-01	7.510082e-01	7.651691e-01	7.991835e-01	8.663632e-01
    18	1.465535e-01	1.608189e-01	6.765407e-02	5.361920e-02	3.736758e-05	4.754560e-02	2.710409e-05	4.975360e-02	3.319881e-05	1.692959e-01	5.036667e-02	5.490858e-05	3.940000e-02	2.573913e-05	3.390000e-02	2.524080e-05	5.890286e-02	1.449689e-02	4.620082e-02	1.285006e-02	4.336327e-02	1.620843e-02	-7.760962e-03	3.014035e-02	6.078168e-03	4.505004e-02	-2.575301e-02	2.344925e-02	3.546405e-01	6.128083e-02	-4.952424e-01	7.005502e-01	3.920060e-01	7.015734e-01	1.292833e-02	6.516536e-01	-6.930634e-01	6.463297e-01	-2.688557e-01	1.453724e-01	2.272158e-01	2.819919e-01	3.348915e-01	3.836412e-01	4.086653e-01	4.468797e-01	4.730760e-01	6.344643e-01	8.657404e-01	5.432893e-01	5.795406e-01	6.008277e-01	6.362773e-01	6.548014e-01	6.704599e-01	7.050507e-01	7.240984e-01	8.054311e-01	8.610745e-01	9.468906e-01
    20	1.858780e-01	2.816990e-01	7.847479e-02	5.549280e-02	2.866702e-05	5.332960e-02	2.838157e-05	5.095040e-02	3.285491e-05	3.171045e-01	5.243333e-02	3.093534e-05	3.724000e-02	2.731344e-05	3.038000e-02	2.441030e-05	6.200000e-02	1.427744e-02	4.494531e-02	1.268533e-02	3.878204e-02	1.459423e-02	-3.096774e-02	1.729795e-02	-3.414581e-02	2.760286e-02	-3.140524e-02	3.080578e-02	8.300723e-01	1.578969e-02	-7.076817e-01	-6.059764e-01	9.030749e-01	6.163941e-01	4.703852e-03	1.197026e+00	1.000659e+00	5.766001e-01	5.264697e-01	6.540523e-01	6.900341e-01	7.947822e-01	8.348243e-01	8.516007e-01	8.954491e-01	9.193441e-01	9.325393e-01	9.654364e-01	9.870765e-01	5.311505e-01	5.513023e-01	5.721655e-01	5.749392e-01	5.800364e-01	5.965320e-01	6.165799e-01	6.427322e-01	6.631600e-01	6.867885e-01	8.142830e-01
