     1	Fst.s1.adm	Fst.s2.adm	Fst.s1.s2	mean.ASD.s1.adm	var.ASD.s1.adm	mean.ASD.s2.adm	var.ASD.s2.adm	mean.ASD.s1.s2	var.ASD.s1.s2	f3	mean.ASD.s1	var.ASD.s1	mean.ASD.s2	var.ASD.s2	mean.ASD.adm	var.ASD.adm	mean.het.s1	var.het.s1	mean.het.s2	var.het.s2	mean.het.adm	var.het.adm	mean.F.s1	var.F.s1	mean.F.s2	var.F.s2	mean.F.adm	var.F.adm	mean.adm.props	var.adm.props	skew.adm.props	kurt.adm.props	mode.adm.props	mean.adm.angles	var.adm.angles	skew.adm.angles	kurt.adm.angles	mode.adm.angles	perc0.adm.props	perc10.adm.props	perc20.adm.props	perc30.adm.props	perc40.adm.props	perc50.adm.props	perc60.adm.props	perc70.adm.props	perc80.adm.props	perc90.adm.props	perc100.adm.props	perc0.adm.angles	perc10.adm.angles	perc20.adm.angles	perc30.adm.angles	perc40.adm.angles	perc50.adm.angles	perc60.adm.angles	perc70.adm.angles	perc80.adm.angles	perc90.adm.angles	perc100.adm.angles
     2	4.231606e-02	9.144211e-02	8.068408e-02	5.175520e-02	4.152812e-05	4.963200e-02	4.106628e-05	5.027360e-02	3.711252e-05	3.794208e-02	4.997333e-02	3.577855e-05	3.932000e-02	2.445244e-05	4.644000e-02	4.372548e-05	5.760000e-02	1.335108e-02	4.600653e-02	1.341061e-02	5.608980e-02	1.521062e-02	1.111111e-02	3.557822e-02	2.100855e-02	2.679138e-02	-4.261388e-02	2.641183e-02	6.909794e-01	3.411107e-02	-6.694530e-01	-3.837396e-01	7.752588e-01	1.119719e+00	1.458211e-01	4.370081e-01	-1.115761e+00	8.514576e-01	2.810052e-01	4.312730e-01	5.490411e-01	6.201971e-01	7.031740e-01	7.583231e-01	7.692951e-01	7.858849e-01	8.174271e-01	8.876209e-01	9.823840e-01	6.382343e-01	6.915243e-01	7.335031e-01	8.120738e-01	9.804034e-01	1.027969e+00	1.154441e+00	1.329362e+00	1.525096e+00	1.586370e+00	1.864713e+00
     4	5.825164e-02	7.488412e-02	8.770955e-02	4.958240e-02	3.991027e-05	4.515840e-02	2.313673e-05	5.104800e-02	3.561949e-05	3.204277e-02	4.974000e-02	3.567130e-05	3.978000e-02	2.262033e-05	3.961333e-02	3.750216e-05	5.816653e-02	1.466667e-02	4.688980e-02	1.282172e-02	4.916898e-02	1.548135e-02	2.862997e-03	2.807872e-02	7.033426e-03	2.615541e-02	-4.781511e-02	2.430521e-02	4.933614e-01	3.426476e-02	4.421357e-01	2.077355e-01	5.616020e-01	1.216925e+00	5.909704e-02	5.302180e-01	-9.554674e-01	1.063411e+00	1.920192e-01	2.545611e-01	3.341305e-01	4.039759e-01	4.508660e-01	4.719024e-01	5.568232e-01	5.830352e-01	6.057594e-01	6.611643e-01	9.907056e-01	8.852064e-01	9.462514e-01	1.020115e+00	1.038398e+00	1.080814e+00	1.188997e+00	1.228808e+00	1.271871e+00	1.457605e+00	1.562655e+00	1.749410e+00
     6	1.116741e-01	4.474327e-02	8.013020e-02	4.997760e-02	3.598988e-05	3.847200e-02	2.979128e-05	4.985120e-02	3.754032e-05	5.673130e-02	5.056000e-02	3.803318e-05	3.783333e-02	2.395875e-05	3.381333e-02	4.140986e-05	5.897469e-02	1.407330e-02	4.511837e-02	1.277008e-02	4.142694e-02	1.321855e-02	-1.738553e-02	2.999796e-02	1.736928e-03	3.162272e-02	-2.735083e-02	3.409099e-02	1.261159e-02	4.036674e-02	-5.790592e-02	-2.284451e-01	-2.048988e-02	1.062815e+00	8.328297e-02	6.075568e-01	-3.313638e-01	9.449727e-01	-4.546521e-01	-2.106056e-01	-1.133413e-01	-8.705206e-02	-3.286633e-02	1.570369e-02	2.203405e-02	9.259828e-02	1.579095e-01	2.826037e-01	4.109575e-01	5.501269e-01	7.749976e-01	8.780691e-01	9.227517e-01	9.400704e-01	9.723208e-01	1.050566e+00	1.147043e+00	1.244858e+00	1.476501e+00	1.729821e+00
     8	1.049835e-01	9.090607e-02	8.877539e-02	5.255200e-02	3.844321e-05	4.442400e-02	2.463244e-05	4.964160e-02	2.642904e-05	7.251843e-02	4.960000e-02	3.664883e-05	3.719333e-02	1.604945e-05	3.988000e-02	6.522970e-05	5.860082e-02	1.446126e-02	4.373388e-02	1.241284e-02	4.740245e-02	1.353621e-02	-1.159000e-02	2.852604e-02	2.135364e-02	3.363567e-02	8.955018e-04	6.982965e-02	2.712407e-01	1.519897e-01	3.512240e-01	-1.026251e+00	6.488124e-02	9.821738e-01	1.837644e-01	2.419066e+00	7.039017e+00	7.723548e-01	-4.283597e-01	-1.157154e-01	-3.633585e-03	1.340289e-02	8.548556e-02	1.447824e-01	2.806590e-01	4.526685e-01	6.809990e-01	8.709737e-01	9.874537e-01	5.269405e-01	6.588256e-01	7.220260e-01	7.434004e-01	7.844180e-01	8.347664e-01	9.749342e-01	1.058954e+00	1.149804e+00	1.337040e+00	2.678954e+00
    10	8.575433e-02	3.119408e-02	8.478074e-02	5.281440e-02	3.285973e-05	4.221920e-02	3.633489e-05	5.178240e-02	2.870257e-05	2.794462e-02	5.212667e-02	2.638524e-05	3.930000e-02	3.188963e-05	4.091333e-02	3.782524e-05	5.993469e-02	1.455096e-02	4.658939e-02	1.312053e-02	4.811265e-02	1.353454e-02	3.361482e-02	1.090150e-02	6.307822e-04	3.662938e-02	1.398079e-02	3.449069e-02	3.790655e-02	8.967688e-02	-2.075113e-02	-4.760626e-01	-7.469073e-02	1.072043e+00	2.773612e-01	-2.694845e-01	-3.445726e-01	9.273124e-01	-6.509964e-01	-2.695363e-01	-1.667613e-01	-1.350309e-01	-6.792139e-02	1.093096e-02	6.066386e-02	2.446233e-01	2.925407e-01	4.035078e-01	5.874182e-01	8.134622e-03	3.933405e-01	7.964273e-01	8.769760e-01	9.044117e-01	9.978535e-01	1.227045e+00	1.350653e+00	1.496053e+00	1.716317e+00	2.104711e+00
    12	6.776698e-02	9.328764e-03	8.491665e-02	5.037440e-02	3.888524e-05	3.978880e-02	2.529186e-05	5.073280e-02	4.274099e-05	4.503266e-03	5.129333e-02	3.750564e-05	3.798667e-02	2.388611e-05	4.005333e-02	3.253226e-05	5.953959e-02	1.432701e-02	4.477388e-02	1.291317e-02	4.749388e-02	1.309111e-02	3.016343e-03	2.583196e-02	2.443116e-02	2.405680e-02	-1.402544e-02	1.919904e-02	1.371711e-01	4.617551e-02	3.974053e-01	-7.952142e-01	7.643986e-02	1.628081e+00	5.688282e-01	-1.995639e-01	-1.051405e+00	2.163498e+00	-1.620929e-01	-1.316512e-01	-9.909051e-02	2.916773e-02	6.627180e-02	1.252268e-01	1.477698e-01	2.670954e-01	3.343153e-01	3.807989e-01	6.305310e-01	1.395032e-03	8.161939e-01	9.198949e-01	9.985041e-01	1.488831e+00	1.615742e+00	1.823798e+00	2.190847e+00	2.406045e+00	2.532250e+00	2.866388e+00
    14	3.487411e-02	1.856430e-02	7.103806e-02	5.069920e-02	3.642219e-05	4.387520e-02	3.511581e-05	5.046560e-02	4.103768e-05	-1.087463e-04	5.063333e-02	3.848049e-05	3.963333e-02	2.745039e-05	4.534667e-02	4.490283e-05	5.856653e-02	1.433655e-02	4.680653e-02	1.308759e-02	5.254694e-02	1.344974e-02	-2.620428e-03	1.806394e-02	2.406781e-02	3.190236e-02	1.802082e-02	2.378210e-02	2.946468e-01	1.352731e-01	-3.857095e-02	-5.317742e-01	2.473796e-01	1.548124e+00	6.542836e-01	3.924832e-01	-8.427999e-01	1.184044e+00	-4.233377e-01	-1.663812e-01	4.942362e-02	1.593805e-01	2.157697e-01	2.574899e-01	3.387881e-01	4.549079e-01	5.448272e-01	8.244469e-01	9.717593e-01	2.217462e-01	7.577349e-01	9.112754e-01	1.045139e+00	1.231037e+00	1.392909e+00	1.597125e+00	1.940176e+00	2.129845e+00	2.860636e+00	3.052061e+00
    16	1.052297e-01	6.616625e-02	7.850855e-02	5.018080e-02	3.400732e-05	4.114240e-02	3.450693e-05	4.994080e-02	2.938271e-05	6.565017e-02	5.028000e-02	2.386783e-05	3.871333e-02	2.522858e-05	3.494000e-02	3.683920e-05	5.808816e-02	1.389427e-02	4.555755e-02	1.235130e-02	4.256327e-02	1.409480e-02	1.253548e-02	2.200203e-02	9.604358e-03	2.795805e-02	7.671653e-05	3.671092e-02	1.663898e-01	2.114862e-02	5.211499e-02	-5.334251e-01	1.795727e-01	1.058886e+00	6.777753e-02	7.546625e-01	-2.052067e-01	9.535992e-01	-1.477387e-01	2.765290e-03	3.298081e-02	8.030002e-02	1.398212e-01	1.560513e-01	2.091454e-01	2.528439e-01	2.712211e-01	3.319784e-01	4.804091e-01	6.493205e-01	8.100478e-01	8.280529e-01	9.028584e-01	9.626635e-01	1.026580e+00	1.050274e+00	1.117614e+00	1.242024e+00	1.426097e+00	1.705663e+00
    18	6.294904e-02	2.721882e-02	7.583420e-02	5.173280e-02	3.858394e-05	4.296320e-02	3.551627e-05	5.004000e-02	4.711218e-05	1.756271e-02	5.060667e-02	4.221266e-05	3.883333e-02	3.350390e-05	4.339333e-02	3.423942e-05	5.903184e-02	1.407175e-02	4.578286e-02	1.290531e-02	5.089633e-02	1.339532e-02	-1.233509e-02	2.260511e-02	1.797304e-02	2.164686e-02	-9.110156e-03	2.119592e-02	1.713916e-01	7.243070e-02	-7.167012e-02	-4.307182e-01	2.130459e-01	1.226684e+00	3.403965e-01	6.705122e-01	4.237019e-01	9.578306e-01	-4.174716e-01	-1.677571e-01	-7.682190e-02	9.824824e-02	1.447750e-01	2.093767e-01	2.285001e-01	2.711486e-01	3.655353e-01	5.023264e-01	7.492017e-01	3.173653e-02	7.036510e-01	8.095451e-01	8.920089e-01	9.932482e-01	1.129469e+00	1.241979e+00	1.358608e+00	1.611799e+00	2.076649e+00	2.772930e+00
    20	6.153684e-02	5.153966e-02	8.743502e-02	5.103520e-02	2.890902e-05	4.353120e-02	2.784558e-05	5.168320e-02	3.411102e-05	2.126241e-02	5.194667e-02	2.734163e-05	3.874000e-02	2.469472e-05	4.090667e-02	3.165681e-05	6.048163e-02	1.429256e-02	4.568000e-02	1.352897e-02	4.898939e-02	1.431975e-02	-3.941153e-03	2.723508e-02	1.401051e-02	2.573807e-02	-1.246417e-02	3.444502e-02	3.612808e-01	4.881130e-02	7.243273e-01	-1.693614e-01	1.998497e-01	1.412662e+00	2.300534e-01	8.953903e-01	-4.493259e-01	1.133553e+00	7.813124e-02	1.108122e-01	1.692784e-01	2.198690e-01	2.505686e-01	3.819107e-01	4.052893e-01	4.327720e-01	4.930315e-01	6.599430e-01	9.306896e-01	8.424584e-01	9.498482e-01	1.030161e+00	1.111938e+00	1.151485e+00	1.271582e+00	1.342995e+00	1.504124e+00	1.765526e+00	2.189632e+00	2.549372e+00
