     1	Fst.s1.adm	Fst.s2.adm	Fst.s1.s2	mean.ASD.s1.adm	var.ASD.s1.adm	mean.ASD.s2.adm	var.ASD.s2.adm	mean.ASD.s1.s2	var.ASD.s1.s2	f3	mean.ASD.s1	var.ASD.s1	mean.ASD.s2	var.ASD.s2	mean.ASD.adm	var.ASD.adm	mean.het.s1	var.het.s1	mean.het.s2	var.het.s2	mean.het.adm	var.het.adm	mean.F.s1	var.F.s1	mean.F.s2	var.F.s2	mean.F.adm	var.F.adm	mean.adm.props	var.adm.props	skew.adm.props	kurt.adm.props	mode.adm.props	mean.adm.angles	var.adm.angles	skew.adm.angles	kurt.adm.angles	mode.adm.angles	perc0.adm.props	perc10.adm.props	perc20.adm.props	perc30.adm.props	perc40.adm.props	perc50.adm.props	perc60.adm.props	perc70.adm.props	perc80.adm.props	perc90.adm.props	perc100.adm.props	perc0.adm.angles	perc10.adm.angles	perc20.adm.angles	perc30.adm.angles	perc40.adm.angles	perc50.adm.angles	perc60.adm.angles	perc70.adm.angles	perc80.adm.angles	perc90.adm.angles	perc100.adm.angles
     2	2.259666e-01	1.983886e-01	7.216193e-02	5.468320e-02	2.651166e-05	4.152000e-02	2.644872e-05	5.284960e-02	3.427542e-05	3.475853e-01	5.489333e-02	2.818925e-05	3.912000e-02	2.533003e-05	2.242667e-02	1.906149e-05	6.309224e-02	1.500961e-02	4.687510e-02	1.354193e-02	2.741714e-02	9.708013e-03	2.618777e-02	9.171074e-03	-1.546446e-02	2.290716e-02	-8.336807e-04	4.280078e-02	1.277072e-02	1.649432e-02	8.341448e-03	-1.319266e+00	9.855470e-02	7.484495e-01	1.116639e-02	6.854115e-01	-3.747419e-01	7.029472e-01	-2.172772e-01	-1.384414e-01	-1.000807e-01	-8.128221e-02	-5.543417e-02	4.061988e-02	7.385620e-02	1.062801e-01	1.205284e-01	1.707251e-01	2.288307e-01	6.054295e-01	6.266370e-01	6.578500e-01	7.006299e-01	7.116437e-01	7.180646e-01	7.296161e-01	7.942195e-01	8.569555e-01	8.835960e-01	1.015892e+00
     4	2.202552e-01	2.212325e-01	8.244268e-02	5.254080e-02	2.818143e-05	4.286080e-02	3.185078e-05	5.024320e-02	3.087986e-05	3.331348e-01	5.053333e-02	3.575474e-05	3.788000e-02	1.897552e-05	2.318667e-02	1.979113e-05	5.974694e-02	1.434927e-02	4.437714e-02	1.319781e-02	2.878531e-02	1.057319e-02	-2.967619e-02	1.730119e-02	3.553953e-02	2.217335e-02	2.268731e-03	4.380111e-02	1.904856e-01	1.646379e-02	6.245805e-01	-1.172684e-02	1.768435e-01	7.564573e-01	1.214825e-02	1.105243e+00	4.687776e-01	7.304290e-01	-2.733111e-02	5.765159e-02	1.079187e-01	1.270769e-01	1.539906e-01	1.831235e-01	1.948094e-01	2.250034e-01	2.640996e-01	3.873245e-01	4.639021e-01	6.110812e-01	6.444013e-01	6.766188e-01	6.964322e-01	7.195676e-01	7.366284e-01	7.471122e-01	7.649314e-01	8.113787e-01	9.112883e-01	1.036592e+00
     6	2.315192e-01	3.494995e-01	8.802762e-02	5.485280e-02	3.407445e-05	5.605760e-02	3.015373e-05	5.267040e-02	3.334311e-05	5.046403e-01	5.244667e-02	3.272959e-05	3.958000e-02	2.719425e-05	2.420667e-02	1.739527e-05	6.095673e-02	1.425362e-02	4.772408e-02	1.363322e-02	3.043429e-02	1.143129e-02	-5.356760e-05	2.279682e-02	-1.751565e-02	2.978590e-02	-2.253098e-02	3.277748e-02	9.320912e-01	3.044897e-03	-1.019933e+00	-7.368370e-04	9.662464e-01	6.082750e-01	3.011191e-03	6.758578e-01	-4.202926e-01	5.820206e-01	7.839040e-01	8.521657e-01	8.845718e-01	9.077773e-01	9.479436e-01	9.519420e-01	9.621091e-01	9.695163e-01	9.725596e-01	9.837429e-01	9.902616e-01	5.395454e-01	5.414497e-01	5.593305e-01	5.781802e-01	5.863090e-01	5.908773e-01	6.159464e-01	6.350705e-01	6.453571e-01	6.810944e-01	7.328752e-01
     8	2.466627e-01	2.283842e-01	8.287569e-02	5.252960e-02	2.276234e-05	4.210720e-02	3.371766e-05	5.148160e-02	2.650647e-05	4.136509e-01	5.128667e-02	2.518176e-05	3.989333e-02	2.696517e-05	1.984667e-02	1.655166e-05	5.962286e-02	1.422903e-02	4.531755e-02	1.262851e-02	2.454204e-02	9.707530e-03	3.833621e-04	1.378385e-02	7.320676e-02	4.009063e-02	3.512507e-02	5.516523e-02	9.774599e-02	1.571910e-02	-1.124969e-01	-8.665440e-01	9.556078e-02	7.441925e-01	4.484817e-03	1.045940e-01	-9.687500e-01	7.564450e-01	-1.550141e-01	-5.361466e-02	-6.818207e-03	4.547094e-02	6.939704e-02	9.842210e-02	1.179306e-01	1.706000e-01	2.045007e-01	2.574816e-01	3.280805e-01	6.329322e-01	6.635981e-01	6.755217e-01	7.070394e-01	7.262468e-01	7.502023e-01	7.658355e-01	7.751716e-01	7.981381e-01	8.351954e-01	8.808148e-01
    10	1.866450e-01	2.234014e-01	6.746968e-02	5.275680e-02	3.446319e-05	4.828000e-02	3.308013e-05	5.074240e-02	4.348001e-05	2.857377e-01	5.106667e-02	4.182832e-05	4.046667e-02	3.503233e-05	2.746667e-02	1.800892e-05	5.947918e-02	1.454123e-02	4.803755e-02	1.349083e-02	3.490286e-02	1.325724e-02	3.348796e-03	2.646486e-02	-8.836624e-04	3.993749e-02	-2.226588e-02	3.192664e-02	5.201739e-01	4.127984e-02	-2.817202e-01	6.684689e-02	4.903918e-01	6.742451e-01	5.937668e-03	5.626918e-01	-5.026923e-01	6.434950e-01	3.103945e-03	2.744718e-01	4.152641e-01	4.521154e-01	4.810450e-01	5.073431e-01	5.349918e-01	5.737603e-01	6.892150e-01	7.894966e-01	8.811379e-01	5.614819e-01	5.896943e-01	6.159997e-01	6.273835e-01	6.359558e-01	6.681898e-01	6.766354e-01	7.054583e-01	7.428958e-01	7.619576e-01	8.492461e-01
    12	2.197288e-01	2.486697e-01	6.489740e-02	5.327360e-02	2.737855e-05	4.789120e-02	3.060673e-05	5.035200e-02	3.706821e-05	3.737887e-01	5.098667e-02	2.869547e-05	4.013333e-02	3.159420e-05	2.491333e-02	2.041387e-05	5.900735e-02	1.433367e-02	4.733714e-02	1.355878e-02	3.066449e-02	1.126029e-02	2.158154e-03	2.681320e-02	6.277161e-03	3.735562e-02	8.625280e-03	4.785651e-02	4.273881e-01	1.502878e-02	1.039928e-01	1.928661e-01	4.604537e-01	6.468730e-01	5.364518e-03	5.329227e-01	-3.789202e-02	6.332567e-01	1.553459e-01	2.900240e-01	3.409316e-01	3.667074e-01	4.073170e-01	4.539048e-01	4.611529e-01	4.734352e-01	4.898596e-01	5.269368e-01	7.019760e-01	5.354355e-01	5.538005e-01	5.858165e-01	6.089716e-01	6.274721e-01	6.385467e-01	6.536094e-01	6.770379e-01	7.045634e-01	7.305900e-01	8.400746e-01
    14	1.801089e-01	2.275443e-01	7.875424e-02	4.901920e-02	2.975284e-05	4.412640e-02	2.373239e-05	5.173760e-02	3.239257e-05	3.043033e-01	5.254667e-02	2.911153e-05	3.995333e-02	2.594430e-05	2.180667e-02	1.597588e-05	5.990367e-02	1.403585e-02	4.700245e-02	1.323097e-02	2.788571e-02	1.057549e-02	2.109509e-02	1.074930e-02	1.792351e-02	3.725581e-02	-4.426230e-02	6.004700e-02	5.803587e-01	1.592952e-02	-3.967869e-01	-6.492506e-01	5.867191e-01	8.185432e-01	9.199995e-03	1.303554e+00	2.030118e+00	7.923137e-01	3.006128e-01	4.233308e-01	4.958396e-01	5.269372e-01	5.635206e-01	5.817428e-01	6.076108e-01	6.576093e-01	6.946476e-01	7.233126e-01	7.750245e-01	6.934667e-01	7.202788e-01	7.474060e-01	7.681688e-01	7.846831e-01	7.977274e-01	8.172278e-01	8.306676e-01	8.802161e-01	9.296910e-01	1.128975e+00
    16	2.253410e-01	2.943584e-01	9.010992e-02	5.936960e-02	3.517568e-05	5.551200e-02	3.120859e-05	5.137120e-02	3.049661e-05	3.561329e-01	5.212000e-02	3.212602e-05	3.764667e-02	2.408210e-05	3.100000e-02	2.551171e-05	6.068898e-02	1.444989e-02	4.445224e-02	1.287317e-02	3.971918e-02	1.534978e-02	3.443452e-03	2.102185e-02	1.557278e-02	3.024963e-02	-2.318316e-02	4.029715e-02	6.415485e-01	2.300242e-02	1.394960e-01	-8.198666e-01	6.663139e-01	5.973206e-01	2.920028e-03	-4.252630e-01	5.321580e-02	6.049579e-01	3.764857e-01	4.552763e-01	4.900375e-01	5.552589e-01	6.310491e-01	6.607899e-01	6.724647e-01	6.878518e-01	7.793523e-01	8.240594e-01	9.470865e-01	4.614423e-01	5.359786e-01	5.552913e-01	5.876936e-01	5.895092e-01	5.930717e-01	6.141292e-01	6.211301e-01	6.384381e-01	6.550253e-01	7.067532e-01
    18	2.054066e-01	2.856138e-01	7.697894e-02	5.306240e-02	4.027334e-05	5.053440e-02	3.807293e-05	4.946560e-02	4.156652e-05	3.647822e-01	5.043333e-02	4.309588e-05	3.784667e-02	2.954832e-05	2.694667e-02	2.088678e-05	5.867102e-02	1.431144e-02	4.449959e-02	1.296823e-02	3.335510e-02	1.266064e-02	1.007346e-02	2.125330e-02	2.920458e-02	3.181475e-02	2.143906e-02	4.485739e-02	7.523138e-01	2.323919e-02	-6.586221e-01	4.294290e-01	7.667277e-01	6.274090e-01	6.627631e-03	4.172646e-01	-5.393090e-01	6.417562e-01	3.295060e-01	5.956546e-01	6.493173e-01	6.986649e-01	7.379209e-01	7.536779e-01	8.007653e-01	8.187327e-01	8.510559e-01	9.503805e-01	9.836351e-01	4.963679e-01	5.299104e-01	5.555448e-01	5.722286e-01	5.999487e-01	6.364541e-01	6.389744e-01	6.668243e-01	6.770072e-01	7.334151e-01	8.162481e-01
    20	1.843840e-01	2.380090e-01	9.327658e-02	5.063680e-02	3.839832e-05	4.730560e-02	3.228306e-05	5.164480e-02	4.348261e-05	2.891124e-01	5.115333e-02	4.178912e-05	3.921333e-02	3.372691e-05	2.551333e-02	2.035099e-05	5.926204e-02	1.341250e-02	4.744490e-02	1.322449e-02	3.116082e-02	1.156296e-02	-1.652984e-03	2.161358e-02	-2.518926e-02	3.964428e-02	3.468511e-02	3.449377e-02	6.423574e-01	9.121039e-03	-8.189901e-01	9.185452e-01	6.174610e-01	8.079092e-01	1.126191e-02	3.301944e-01	-1.313635e+00	7.249380e-01	3.620489e-01	5.581209e-01	5.842118e-01	5.940552e-01	6.235924e-01	6.409671e-01	6.898654e-01	6.998893e-01	7.076409e-01	7.475754e-01	7.944973e-01	6.624870e-01	6.883297e-01	7.065023e-01	7.298744e-01	7.509772e-01	7.948406e-01	8.260181e-01	8.905196e-01	9.038518e-01	9.512244e-01	1.005396e+00
